name,unit,amount,category,source_external_id,is_canonical,calories,fat,protein,carbs,fiber,sugar,sodium,calcium,iron,magnesium,potassium,phosphorus,cholesterol,trans_fat,saturated_fat,water,omega3,omega6,zinc,vitamin_c,glycemic_load,kcal_per_g,burn_run_10kph_min_per_g,burn_walk_7kph_min_per_g,burn_cycle_15kph_min_per_g,burn_swim_crawl_min_per_g,burn_hike_min_per_g,burn_aerobics_min_per_g,nutrient_source,nutrient_source_ref,nutrient_match_score,data_quality_status,data_quality_flags
کلم بروکسل پخته,فنجان,1,سبزیجات,20340,false,56.16,0.78,4.06,11.08,4.06,3.6711,30,50.4,1.5581,27.558,466.8,82.8,,,,103.2,0.1188,0.054,0.504,102,12.2,0.468,0.038984,0.072083,0.065869,0.046029,0.054577,0.056182,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم بروکسل پخته,گرم,100,سبزیجات,20340,true,36,0.5,2.6,7.05,2.6,1.7,25,42,1.2984,22.965,389,69,,,,86,0.099,0.045,0.42,85,12.2,0.36,0.029988,0.055449,0.050669,0.035407,0.041983,0.043217,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم بروکلی,ساقه 12 س.م,1,سبزیجات,,false,10.54,0.12,0.87,2.17,0.81,,,,,,,,,,,,,,,,,0.34,0.028322,0.052368,0.047854,0.03344,0.03965,0.040816,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی,فنجان برش خورده,1,سبزیجات,,false,30.6,0.36,2.52,6.3,2.34,,,,,,,,,,,,,,,,,0.255,0.021241,0.039276,0.03589,0.02508,0.029738,0.030612,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی,گرم,100,سبزیجات,,true,34,0.4,2.8,7,2.6,,,,,,,,,,,,,,,,,0.34,0.028322,0.052368,0.047854,0.03344,0.03965,0.040816,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی خام,گرم,100,سبزیجات,,true,34,0.4,2.8,7,2.6,1.7,,,,,,,,,,,,,,,,0.34,0.028322,0.052368,0.047854,0.03344,0.03965,0.040816,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی سرخ شده/ سوخاری,فنجان,1,سبزیجات,,false,49.3,6.29,1.79,5.53,2.55,,,,,,,,,,,,,,,,,0.410833,0.034222,0.063278,0.057823,0.040407,0.047911,0.04932,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی سرخ شده/ سوخاری,گرم,100,سبزیجات,,true,58,7.4,2.1,6.5,3,,,,,,,,,,,,,,,,,0.58,0.048313,0.089334,0.081633,0.057045,0.067638,0.069628,gymshow,gymshow_foods_nutrition7000.csv,,needs_review,macro-energy mismatch (101.0 vs 58.0 kcal)
کلم بروکلی پخته,عدد بزرگ (ساقه),1,سبزیجات,,false,98,1.12,6.72,20.16,9.24,,,,,,,,,,,,,,,,,1.96,0.163265,0.301887,0.275862,0.192771,0.228571,0.235294,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی پخته,فنجان برش خورده,1,سبزیجات,,false,54.6,0.62,3.74,11.23,5.15,,,,,,,,,,,,,,,,,0.455,0.037901,0.070081,0.064039,0.04475,0.053061,0.054622,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی پخته,گرم,100,سبزیجات,,true,35,0.4,2.4,7.1,3.3,1.4,,,,,,,,,,,,,,,,0.35,0.029155,0.053908,0.049261,0.034423,0.040816,0.042017,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی چینی خام,گرم,100,سبزیجات,,true,26,0.7,1.2,4.6,2.6,0.8,,,,,,,,,,,,,,,,0.26,0.021658,0.040046,0.036594,0.025572,0.030321,0.031212,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکلی چینی پخته,گرم,100,سبزیجات,,true,22,0.7,1.1,3.8,2.5,0.8,,,,,,,,,,,,,,,,0.22,0.018326,0.033885,0.030964,0.021638,0.025656,0.026411,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم خشک,قاشق غذاخوری,1,سبزیجات,,false,3.56,0.05,0.23,0.57,0.39,,,,,,,,,,,,,,,,,0.237333,0.01977,0.036555,0.033404,0.023342,0.027677,0.028491,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم خشک,قاشق چایخوری,1,سبزیجات,,false,1.19,0.02,0.08,0.19,0.13,,,,,,,,,,,,,,,,,0.238,0.019825,0.036658,0.033498,0.023408,0.027755,0.028571,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم خشک,گرم,100,سبزیجات,,true,237,3.6,15.4,38,26.2,,,,,,,,,,,,,,,,,2.37,0.197418,0.365037,0.333568,0.233096,0.276385,0.284514,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم سفید خام,برگ,1,سبزیجات,,false,5.4,0.04,0.28,1,0.48,,,,,,,,,,,,,,,,,0.27,0.022491,0.041586,0.038001,0.026555,0.031487,0.032413,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم سفید خام,لیوان، خرد شده,1,سبزیجات,,false,18.9,0.14,0.98,3.5,1.68,,,,,,,,,,,,,,,,,0.07875,0.00656,0.012129,0.011084,0.007745,0.009184,0.009454,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم سفید خام,گرم,100,سبزیجات,,true,27,0.2,1.4,5,2.4,,,,,,,,,,,,,,,,,0.27,0.022491,0.041586,0.038001,0.026555,0.031487,0.032413,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم سفید خام (کلم برگ),گرم,100,سبزیجات,,true,25,0.1,1.3,6,2.5,3.2,,,,,,,,,,,,,,,,0.25,0.020825,0.038506,0.035186,0.024588,0.029155,0.030012,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم سفید پخته,عدد,1,سبزیجات,,false,168,2.4,12,26.4,20.4,,,,,,,,,,,,,,,,,3.36,0.279883,0.51752,0.472906,0.330465,0.391837,0.403361,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم سفید پخته,لیوان، خرد شده,1,سبزیجات,,false,21,0.3,1.5,3.3,2.55,,,,,,,,,,,,,,,,,0.0875,0.007289,0.013477,0.012315,0.008606,0.010204,0.010504,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم سفید پخته,گرم,100,سبزیجات,,true,14,0.2,1,2.2,1.7,,,,,,,,,,,,,,,,,0.14,0.011662,0.021563,0.019704,0.013769,0.016327,0.016807,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم سفید پخته (کلم برگ),گرم,100,سبزیجات,,true,23,0.1,1.3,6,1.9,2.8,,,,,,,,,,,,,,,,0.23,0.019159,0.035425,0.032372,0.022621,0.026822,0.027611,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم فندقی، بروکسل خام,عدد,1,سبزیجات,20340,false,8.17,0.06,0.65,1.71,0.72,1.5296,12.5,21,0.6492,11.4825,194.5,34.5,,,,43,0.0495,0.0225,0.21,42.5,12.2,0.1634,0.013611,0.025168,0.022998,0.016071,0.019055,0.019616,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم فندقی، بروکسل خام,فنجان,1,سبزیجات,20340,false,37.84,0.26,2.99,7.92,3.34,3.6711,30,50.4,1.5581,27.558,466.8,82.8,,,,103.2,0.1188,0.054,0.504,102,12.2,0.315333,0.026267,0.048569,0.044382,0.031014,0.036774,0.037855,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم فندقی، بروکسل خام,گرم,100,سبزیجات,20340,true,43,0.3,3.4,9,3.8,3.0593,25,42,1.2984,22.965,389,69,,,,86,0.099,0.045,0.42,85,12.2,0.43,0.035818,0.06623,0.060521,0.042292,0.050146,0.051621,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم قرمز خام,گرم,100,سبزیجات,20300,true,31,0.2,1.4,7,2.1,3.8,27,45,0.7482,15.9838,243,30,,,,90.39,0.045,0.034,0.22,57,11.6,0.31,0.025823,0.047747,0.043631,0.030489,0.036152,0.037215,merged,FoodID:20300|کلم قرمز Cabbage red,0.9,verified,
کلم قرمز پخته,عدد,1,سبزیجات,20300,false,180,3.6,9.6,27.6,30,2.2665,13.5,22.5,0.3741,7.9919,121.5,15,,,,45.195,0.0225,0.017,0.11,28.5,11.6,3.6,0.299875,0.554486,0.506685,0.354069,0.419825,0.432173,merged,FoodID:20300|کلم قرمز Cabbage red,0.9,verified,
کلم قرمز پخته,لیوان، خرد شده,1,سبزیجات,20300,false,22.5,0.45,1.2,3.45,3.75,,64.8,108,1.7956,38.3612,583.2,72,,,,216.936,0.108,0.0816,0.528,136.8,11.6,0.09375,0.007809,0.01444,0.013195,0.009221,0.010933,0.011255,merged,FoodID:20300|کلم قرمز Cabbage red,0.9,verified,
کلم قرمز پخته,گرم,100,سبزیجات,20300,true,22,0.2,1.15,4.65,2.55,3.3,27,45,0.7482,15.9838,243,30,,,,90.39,0.045,0.034,0.22,57,11.6,0.22,0.018326,0.033885,0.030964,0.021638,0.025656,0.026411,merged,FoodID:20300|کلم قرمز Cabbage red,0.9,verified,
کلم قرمز، خام,برگ,1,سبزیجات,,false,4.2,0.06,0.22,0.74,0.62,,,,,,,,,,,,,,,,,0.21,0.017493,0.032345,0.029557,0.020654,0.02449,0.02521,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم قرمز، خام,لیوان، خرد شده,1,سبزیجات,,false,14.7,0.21,0.77,2.59,2.17,,,,,,,,,,,,,,,,,0.06125,0.005102,0.009434,0.008621,0.006024,0.007143,0.007353,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم قرمز، خام,گرم,100,سبزیجات,,true,21,0.3,1.1,3.7,3.1,,,,,,,,,,,,,,,,,0.21,0.017493,0.032345,0.029557,0.020654,0.02449,0.02521,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم قمری,عدد، بزرگ,1,سبزیجات,20360,false,24.3,0.09,1.53,5.4,0.09,1.7105,10,12,0.1907,9.4879,175,23,,,,45.5,0.013,0.01,0.015,31,9.4,0.486,0.040483,0.074856,0.068403,0.047799,0.056676,0.058343,merged,FoodID:20360|کلم قمری Kohlrabi,1,verified,
کلم قمری,عدد، متوسط,1,سبزیجات,20360,false,17.55,0.07,1.11,3.9,0.07,1.7105,10,12,0.1907,9.4879,175,23,,,,45.5,0.013,0.01,0.015,31,9.4,0.351,0.029238,0.054062,0.049402,0.034522,0.040933,0.042137,merged,FoodID:20360|کلم قمری Kohlrabi,1,verified,
کلم قمری,گرم,100,سبزیجات,20360,true,27,0.1,1.7,6,0.1,3.4209,20,24,0.3814,18.9757,350,46,,,,91,0.026,0.02,0.03,62,9.4,0.27,0.022491,0.041586,0.038001,0.026555,0.031487,0.032413,merged,FoodID:20360|کلم قمری Kohlrabi,1,verified,
کلم قمری خام,گرم,100,سبزیجات,20360,true,27,0.1,1.7,6,3.6,2.6,20,24,0.3814,18.9757,350,46,,,,91,0.026,0.02,0.03,62,9.4,0.27,0.022491,0.041586,0.038001,0.026555,0.031487,0.032413,merged,FoodID:20360|کلم قمری Kohlrabi,0.9,verified,
کلم قمری پخته,گرم,100,سبزیجات,20360,true,29,0.1,1.8,7,1.1,2.8,20,24,0.3814,18.9757,350,46,,,,91,0.026,0.02,0.03,62,9.4,0.29,0.024157,0.044667,0.040816,0.028522,0.033819,0.034814,merged,FoodID:20360|کلم قمری Kohlrabi,0.9,verified,
کلم پلو با مرغ,قاشق غذاخوری,1,غذاهای ایرانی,180070,false,32.2,0.78,1.26,5,0.36,,16.9469,2.1242,0.0669,2.3184,15.897,9.5421,,,,10.7119,,,0.1134,0.9219,,2.146667,0.178814,0.330638,0.302135,0.21113,0.25034,0.257703,merged,FoodID:180070|کلم پلو,0.9,verified,
کلم پلو با مرغ,کفگیر,1,غذاهای ایرانی,180070,false,161,3.9,6.3,25,1.8,,56.4895,7.0805,0.2229,7.728,52.99,31.8071,,,,35.7064,,,0.3781,3.0731,,3.22,0.268222,0.495957,0.453202,0.316695,0.37551,0.386555,merged,FoodID:180070|کلم پلو,0.9,verified,
کلم پلو با مرغ,گرم,100,غذاهای ایرانی,180070,true,161,3.9,6.3,25,1.8,,112.9791,14.1611,0.4458,15.456,105.98,63.6142,,,,71.4128,,,0.7563,6.1462,,1.61,0.134111,0.247978,0.226601,0.158348,0.187755,0.193277,merged,FoodID:180070|کلم پلو,0.9,verified,
کلم پلو با گوشت,قاشق غذاخوری,1,غذاهای ایرانی,180070,false,37,1.24,1.46,5,0.36,,16.9469,2.1242,0.0669,2.3184,15.897,9.5421,,,,10.7119,,,0.1134,0.9219,,2.466667,0.20547,0.379926,0.347173,0.242603,0.287658,0.296118,merged,FoodID:180070|کلم پلو,0.9,verified,
کلم پلو با گوشت,کفگیر,1,غذاهای ایرانی,180070,false,185,6.2,7.3,25,1.8,,56.4895,7.0805,0.2229,7.728,52.99,31.8071,,,,35.7064,,,0.3781,3.0731,,3.7,0.308205,0.569888,0.52076,0.363905,0.431487,0.444178,merged,FoodID:180070|کلم پلو,0.9,verified,
کلم پلو با گوشت,گرم,100,غذاهای ایرانی,180070,true,182,5.9,6.65,25.5,1.4,1,112.9791,14.1611,0.4458,15.456,105.98,63.6142,,,,71.4128,,,0.7563,6.1462,,1.82,0.151603,0.280323,0.256158,0.179002,0.212245,0.218487,merged,FoodID:180070|کلم پلو,0.9,verified,
کلم پلو بدون گوشت و مرغ,قاشق غذاخوری,1,گوشت و پروتئین,,false,31.8,1.4,0.6,4.2,0.2,,,,,,,,,,,,,,,,,2.12,0.176593,0.326531,0.298381,0.208507,0.24723,0.254502,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم پلو بدون گوشت و مرغ,کفگیر,1,گوشت و پروتئین,,false,159,7,3,21,1,,,,,,,,,,,,,,,,,3.18,0.26489,0.489796,0.447572,0.312761,0.370845,0.381753,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم پلو بدون گوشت و مرغ,گرم,100,گوشت و پروتئین,,true,159,7,3,21,1,,,,,,,,,,,,,,,,,1.59,0.132445,0.244898,0.223786,0.156381,0.185423,0.190876,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم پلو شیرازی با گوشت,گرم,100,گوشت و پروتئین,,true,175,5,6,26,0.7,0.9,,,,,,,,,,,,,,,,1.75,0.145773,0.269542,0.246305,0.172117,0.204082,0.210084,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم پیچ خام,گرم,100,سبزیجات,20260,true,49,0.9,4.3,9,4,1,18,40,0.4456,11.9946,170,26,,,,92.18,,0.017,0.18,36.6,11.6,0.49,0.040816,0.075472,0.068966,0.048193,0.057143,0.058824,merged,FoodID:20260|کلم پیچ Cabbage,0.9,verified,
کلم پیچ پخته,گرم,100,سبزیجات,20260,true,28,0.4,1.9,6,2,1.3,18,40,0.4456,11.9946,170,26,,,,92.18,,0.017,0.18,36.6,11.6,0.28,0.023324,0.043127,0.039409,0.027539,0.032653,0.033613,merged,FoodID:20260|کلم پیچ Cabbage,0.9,verified,
کلم پیچ، خام,برگ، متوسط,1,سبزیجات,,false,5.75,0.02,0.3,1.38,0.58,,,,,,,,,,,,,,,,,0.25,0.020825,0.038506,0.035186,0.024588,0.029155,0.030012,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم پیچ، خام,لیوان، خرد شده,1,سبزیجات,,false,17.5,0.07,0.91,4.2,1.75,,,,,,,,,,,,,,,,,0.072917,0.006074,0.011231,0.010263,0.007172,0.008503,0.008754,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم پیچ، خام,گرم,100,سبزیجات,,true,25,0.1,1.3,6,2.5,,,,,,,,,,,,,,,,,0.25,0.020825,0.038506,0.035186,0.024588,0.029155,0.030012,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم چینی خام,برگ,1,سبزیجات,,false,1.68,0.03,0.14,0.2,0.14,,,,,,,,,,,,,,,,,0.125,0.010412,0.019253,0.017593,0.012294,0.014577,0.015006,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم چینی خام,لیوان، خرد شده,1,سبزیجات,,false,8.4,0.14,0.7,0.98,0.7,,,,,,,,,,,,,,,,,0.035,0.002915,0.005391,0.004926,0.003442,0.004082,0.004202,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم چینی خام,گرم,100,سبزیجات,,true,12.5,0.2,1.25,1.8,1,1.2,,,,,,,,,,,,,,,,0.125,0.010412,0.019253,0.017593,0.012294,0.014577,0.015006,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم چینی پخته,گرم,100,سبزیجات,,true,12,0.2,1.1,2.2,1,0.8,,,,,,,,,,,,,,,,0.12,0.009996,0.018483,0.01689,0.011802,0.013994,0.014406,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کله جوش,قاشق غذاخوری,1,غلات و حبوبات,,false,59,4.53,3.15,1.7,0.13,,,,,,,,,,,,,,,,,3.933333,0.327641,0.605827,0.553601,0.386854,0.458698,0.472189,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کله جوش,ملاقه,1,غلات و حبوبات,,false,330.4,25.34,17.64,9.52,0.7,,,,,,,,,,,,,,,,,11.013333,0.917396,1.696316,1.550082,1.08319,1.284354,1.322129,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کله جوش,گرم,100,غلات و حبوبات,,true,244,17.55,17.3,4.6,0.35,0,,,,,,,,,,,,,,,,2.44,0.203249,0.375818,0.34342,0.23998,0.284548,0.292917,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کله پاچه,پرس,1,غذاهای ایرانی,,false,700,30,34,0,0,0,,,,,,,,,,,,,,,,2.8,0.233236,0.431267,0.394089,0.275387,0.326531,0.336134,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کله پاچه,گرم,100,غذاهای ایرانی,,true,350,17.5,19.5,0.05,0,0,,,,,,,,,,,,,,,,3.5,0.291545,0.539084,0.492611,0.344234,0.408163,0.420168,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کله گنجشکی,گرم,100,تنقلات,,true,126,7.7,5.3,9,1.1,1.2,,,,,,,,,,,,,,,,1.26,0.104956,0.19407,0.17734,0.123924,0.146939,0.151261,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلوچه,گرم,100,شیرینی و دسر,120460,true,450,14,8.7,43,5,17,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,4.5,0.374844,0.693107,0.633357,0.442587,0.524781,0.540216,merged,FoodID:120460|کلوچه Muffins,1,verified,
کلوچه خرمایی,عدد,1,شیرینی و دسر,120460,false,190.25,8.18,3.12,23.78,0.77,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,3.805,0.316951,0.586061,0.535538,0.374232,0.443732,0.456783,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه خرمایی,گرم,100,شیرینی و دسر,120460,true,380.5,16.35,6.25,47.55,1.55,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,3.805,0.316951,0.586061,0.535538,0.374232,0.443732,0.456783,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه دزفولی,عدد,1,شیرینی و دسر,120460,false,180.9,6.89,3.11,26.73,1.08,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,3.618,0.301374,0.557258,0.509219,0.35584,0.421924,0.434334,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه دزفولی,گرم,100,شیرینی و دسر,120460,true,402,15.3,6.9,59.4,2.4,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,4.02,0.33486,0.619176,0.565799,0.395377,0.468805,0.482593,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه زنجبیلی,عدد,1,شیرینی و دسر,120460,false,145.35,5.27,2.88,21.83,0.68,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,2.907,0.242149,0.447747,0.409148,0.285911,0.339009,0.34898,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه زنجبیلی,گرم,100,شیرینی و دسر,120460,true,323,11.7,6.4,48.5,1.5,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,3.23,0.269055,0.497497,0.454609,0.317679,0.376676,0.387755,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه سنتی,عدد,1,شیرینی و دسر,120460,false,225,10.5,3.1,29.65,0.85,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,4.5,0.374844,0.693107,0.633357,0.442587,0.524781,0.540216,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه سنتی,گرم,100,شیرینی و دسر,120460,true,450,21,6.2,59.3,1.7,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,4.5,0.374844,0.693107,0.633357,0.442587,0.524781,0.540216,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه فومن,عدد,1,شیرینی و دسر,120460,false,455.4,17.93,8.03,66.44,1.76,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,9.108,0.758684,1.402849,1.281914,0.895795,1.062157,1.093397,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه فومن,گرم,100,شیرینی و دسر,120460,true,414,16.3,7.3,60.4,1.6,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,4.14,0.344856,0.637659,0.582688,0.40718,0.482799,0.496999,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه مغزدار گردویی / لاهیجان,عدد,1,شیرینی و دسر,,false,213.5,8.25,3.5,31.15,0.5,,,,,,,,,,,,,,,,,4.27,0.355685,0.657682,0.600985,0.419966,0.497959,0.512605,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلوچه مغزدار گردویی / لاهیجان,گرم,100,شیرینی و دسر,,true,427,16.5,7,62.3,1,,,,,,,,,,,,,,,,,4.27,0.355685,0.657682,0.600985,0.419966,0.497959,0.512605,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلوچه نارگیلی,عدد,1,شیرینی و دسر,120460,false,184.5,2.9,4.15,37.2,7.2,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,3.69,0.307372,0.568348,0.519353,0.362921,0.430321,0.442977,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه نارگیلی,گرم,100,شیرینی و دسر,120460,true,369,5.8,8.3,74.4,14.4,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,3.69,0.307372,0.568348,0.519353,0.362921,0.430321,0.442977,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه کشمشی,عدد,1,شیرینی و دسر,120460,false,141.4,5.85,2.07,20.58,0.49,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,2.828,0.235569,0.43558,0.39803,0.278141,0.329796,0.339496,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه کشمشی,گرم,100,شیرینی و دسر,120460,true,404,16.7,5.9,58.8,1.4,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,4.04,0.336526,0.622256,0.568614,0.397344,0.471137,0.484994,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه کنجدی,عدد,1,شیرینی و دسر,120460,false,189,3.6,3.55,27.95,0.95,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,3.78,0.314869,0.58221,0.53202,0.371773,0.440816,0.453782,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه کنجدی,گرم,100,شیرینی و دسر,120460,true,378,7.2,7.1,55.9,1.9,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,3.78,0.314869,0.58221,0.53202,0.371773,0.440816,0.453782,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه گردویی,عدد,1,شیرینی و دسر,120460,false,212,10.6,4.1,25.9,1.1,14.7624,168,22,0.6033,5,60.5,73,,,,12.48,0.617,4.234,0.185,0.45,20.2,4.24,0.353186,0.653061,0.596763,0.417015,0.494461,0.509004,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کلوچه گردویی,گرم,100,شیرینی و دسر,120460,true,424,21.2,8.2,51.8,2.2,29.5248,336,44,1.2067,10,121,146,,,,24.96,1.234,8.468,0.37,0.9,20.2,4.24,0.353186,0.653061,0.596763,0.417015,0.494461,0.509004,merged,FoodID:120460|کلوچه Muffins,0.9,verified,
کماج,گرم,100,تنقلات,,true,502,24,6,65,2,15,,,,,,,,,,,,,,,,5.02,0.418159,0.7732,0.706545,0.49373,0.585423,0.602641,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کماج همدان,عدد,1,تنقلات,,false,213,7.7,4.3,32.5,1.3,,,,,,,,,,,,,,,,,4.26,0.354852,0.656142,0.599578,0.418982,0.496793,0.511405,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کماج همدان,گرم,100,تنقلات,,true,426,15.4,8.6,65,2.6,,,,,,,,,,,,,,,,,4.26,0.354852,0.656142,0.599578,0.418982,0.496793,0.511405,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کمپوت آناناس,گرم,100,کمپوت و کنسرو,,true,60,0.1,0.4,16,0.8,15,,,,,,,,,,,,,,,,0.6,0.049979,0.092414,0.084448,0.059012,0.069971,0.072029,gymshow,gymshow_foods_nutrition7000.csv,,verified,
